origin_month,payment_month,development_month,member_months,seasonal_index,incremental_paid,cumulative_paid
2022-12,2024-02,14,88505,1.061112,164536645.7,23424417365.56
2022-12,2024-03,15,88505,1.061112,135289645.86,23559707011.42
2022-12,2024-04,16,88505,1.061112,110066324.9,23669773336.32
2022-12,2024-05,17,88505,1.061112,99205645.41,23768978981.73
2022-12,2024-06,18,88505,1.061112,85704262.64,23854683244.37
2022-12,2024-07,19,88505,1.061112,80974694.88,23935657939.25
2022-12,2024-08,20,88505,1.061112,61731710.46,23997389649.71
2022-12,2024-09,21,88505,1.061112,55190617.53,24052580267.23
2022-12,2024-10,22,88505,1.061112,56093083.51,24108673350.74
2022-12,2024-11,23,88505,1.061112,44831189.17,24153504539.91
2022-12,2024-12,24,88505,1.061112,47639987.23,24201144527.14
2022-12,2025-01,25,88505,1.061112,37449215.39,24238593742.54
2022-12,2025-02,26,88505,1.061112,38455716.72,24277049459.26
2022-12,2025-03,27,88505,1.061112,28002689.87,24305052149.13
2022-12,2025-04,28,88505,1.061112,29827420.74,24334879569.88
2022-12,2025-05,29,88505,1.061112,26630680.6,24361510250.48
2022-12,2025-06,30,88505,1.061112,23271173.79,24384781424.27
2022-12,2025-07,31,88505,1.061112,23305496.22,24408086920.5
2022-12,2025-08,32,88505,1.061112,21604791.57,24429691712.07
2022-12,2025-09,33,88505,1.061112,22919015.88,24452610727.95
2022-12,2025-10,34,88505,1.061112,17950336.22,24470561064.17
2022-12,2025-11,35,88505,1.061112,16111025.09,24486672089.27
2023-01,2023-01,0,89807,1.085,6504998874.5,6504998874.5
2023-01,2023-02,1,89807,1.085,4756531948.63,11261530823.13
2023-01,2023-03,2,89807,1.085,3138203217.37,14399734040.5
2023-01,2023-04,3,89807,1.085,2236866770.7,16636600811.19
2023-01,2023-05,4,89807,1.085,1738549155.72,18375149966.91
2023-01,2023-06,5,89807,1.085,1199103897.68,19574253864.59
2023-01,2023-07,6,89807,1.085,804224815.88,20378478680.48
2023-01,2023-08,7,89807,1.085,680631266.16,21059109946.64
2023-01,2023-09,8,89807,1.085,494891281.64,21554001228.28
2023-01,2023-10,9,89807,1.085,433116825.86,21987118054.14
2023-01,2023-11,10,89807,1.085,352380371.36,22339498425.5
2023-01,2023-12,11,89807,1.085,282787980.14,22622286405.64
2023-01,2024-01,12,89807,1.085,241840565.25,22864126970.9
2023-01,2024-02,13,89807,1.085,185388704.46,23049515675.36
2023-01,2024-03,14,89807,1.085,156317279.97,23205832955.32
2023-01,2024-04,15,89807,1.085,139929694.19,23345762649.51
2023-01,2024-05,16,89807,1.085,113099978.68,23458862628.2
2023-01,2024-06,17,89807,1.085,105338499.94,23564201128.14
2023-01,2024-07,18,89807,1.085,93901733.42,23658102861.56
2023-01,2024-08,19,89807,1.085,74618697.53,23732721559.08
2023-01,2024-09,20,89807,1.085,73080878.65,23805802437.73
2023-01,2024-10,21,89807,1.085,58831715.89,23864634153.62
2023-01,2024-11,22,89807,1.085,57711966.12,23922346119.74
2023-01,2024-12,23,89807,1.085,50264460.24,23972610579.98
2023-01,2025-01,24,89807,1.085,48904996.02,24021515576.0
2023-01,2025-02,25,89807,1.085,47116939.32,24068632515.32
2023-01,2025-03,26,89807,1.085,36491271.97,24105123787.29
2023-01,2025-04,27,89807,1.085,38235564.69,24143359351.98
2023-01,2025-05,28,89807,1.085,31404450.71,24174763802.69
2023-01,2025-06,29,89807,1.085,31866017.01,24206629819.71
2023-01,2025-07,30,89807,1.085,29023407.51,24235653227.22
2023-01,2025-08,31,89807,1.085,20530036.86,24256183264.08
2023-01,2025-09,32,89807,1.085,21751928.81,24277935192.89
2023-01,2025-10,33,89807,1.085,19360959.71,24297296152.6
2023-01,2025-11,34,89807,1.085,18429937.16,24315726089.76
2023-01,2025-12,35,89807,1.085,17495023.91,24333221113.66
2023-02,2023-02,0,87786,1.086112,6794278900.73,6794278900.73
2023-02,2023-03,1,87786,1.086112,4757434959.02,11551713859.75
2023-02,2023-04,2,87786,1.086112,3410283621.52,14961997481.28
2023-02,2023-05,3,87786,1.086112,2462183770.61,17424181251.89
2023-02,2023-06,4,87786,1.086112,1770256185.72,19194437437.61
2023-02,2023-07,5,87786,1.086112,1204617638.86,20399055076.47
2023-02,2023-08,6,87786,1.086112,878036394.76,21277091471.23
2023-02,2023-09,7,87786,1.086112,697471735.44,21974563206.67
2023-02,2023-10,8,87786,1.086112,543228418.95,22517791625.62
2023-02,2023-11,9,87786,1.086112,422776680.45,22940568306.06
2023-02,2023-12,10,87786,1.086112,343344833.73,23283913139.79
2023-02,2024-01,11,87786,1.086112,265705408.3,23549618548.1
2023-02,2024-02,12,87786,1.086112,218107808.17,23767726356.27
2023-02,2024-03,13,87786,1.086112,200258755.87,23967985112.14
2023-02,2024-04,14,87786,1.086112,169551013.27,24137536125.41
2023-02,2024-05,15,87786,1.086112,153095802.44,24290631927.84
2023-02,2024-06,16,87786,1.086112,118212936.39,24408844864.23
2023-02,2024-07,17,87786,1.086112,103171593.35,24512016457.58
2023-02,2024-08,18,87786,1.086112,92324003.05,24604340460.63
2023-02,2024-09,19,87786,1.086112,82889766.22,24687230226.85
2023-02,2024-10,20,87786,1.086112,68418493.96,24755648720.82
2023-02,2024-11,21,87786,1.086112,64546646.75,24820195367.56
2023-02,2024-12,22,87786,1.086112,58537449.77,24878732817.34
2023-02,2025-01,23,87786,1.086112,62543297.91,24941276115.25
2023-02,2025-02,24,87786,1.086112,45782087.23,24987058202.47
2023-02,2025-03,25,87786,1.086112,45295701.06,25032353903.54
2023-02,2025-04,26,87786,1.086112,35582393.19,25067936296.73
2023-02,2025-05,27,87786,1.086112,32444919.28,25100381216.0
2023-02,2025-06,28,87786,1.086112,27398358.56,25127779574.56
2023-02,2025-07,29,87786,1.086112,27584846.2,25155364420.76
2023-02,2025-08,30,87786,1.086112,24568138.82,25179932559.58
2023-02,2025-09,31,87786,1.086112,23816579.63,25203749139.21
2023-02,2025-10,32,87786,1.086112,23931365.99,25227680505.19
2023-02,2025-11,33,87786,1.086112,18926403.89,25246606909.08
2023-02,2025-12,34,87786,1.086112,18475487.09,25265082396.17
2023-03,2023-03,0,90276,1.064151,7240530617.25,7240530617.25
2023-03,2023-04,1,90276,1.064151,5101593319.0,12342123936.25
2023-03,2023-05,2,90276,1.064151,3257389818.62,15599513754.88
2023-03,2023-06,3,90276,1.064151,2511137782.03,18110651536.91
2023-03,2023-07,4,90276,1.064151,1833814050.34,19944465587.25
2023-03,2023-08,5,90276,1.064151,1279910134.47,21224375721.72
2023-03,2023-09,6,90276,1.064151,956171798.14,22180547519.86
2023-03,2023-10,7,90276,1.064151,710085290.17,22890632810.03
2023-03,2023-11,8,90276,1.064151,590488677.84,23481121487.87
2023-03,2023-12,9,90276,1.064151,462826387.32,23943947875.19
2023-03,2024-01,10,90276,1.064151,392186462.43,24336134337.62
2023-03,2024-02,11,90276,1.064151,282036658.17,24618170995.79
2023-03,2024-03,12,90276,1.064151,223785877.49,24841956873.27
2023-03,2024-04,13,90276,1.064151,209005508.73,25050962382.01
2023-03,2024-05,14,90276,1.064151,158192357.97,25209154739.98
2023-03,2024-06,15,90276,1.064151,134180608.18,25343335348.16
2023-03,2024-07,16,90276,1.064151,134574328.54,25477909676.7
2023-03,2024-08,17,90276,1.064151,101388260.03,25579297936.73
2023-03,2024-09,18,90276,1.064151,89441457.31,25668739394.04
2023-03,2024-10,19,90276,1.064151,83853569.15,25752592963.19
2023-03,2024-11,20,90276,1.064151,75692864.39,25828285827.58
2023-03,2024-12,21,90276,1.064151,62558320.85,25890844148.44
2023-03,2025-01,22,90276,1.064151,62378439.83,25953222588.27
2023-03,2025-02,23,90276,1.064151,52383782.81,26005606371.08
2023-03,2025-03,24,90276,1.064151,46685384.46,26052291755.54
2023-03,2025-04,25,90276,1.064151,43376313.02,26095668068.56
2023-03,2025-05,26,90276,1.064151,32159376.24,26127827444.8
2023-03,2025-06,27,90276,1.064151,34051219.01,26161878663.81
2023-03,2025-07,28,90276,1.064151,30855096.19,26192733760.0
2023-03,2025-08,29,90276,1.064151,29107992.8,26221841752.8
2023-03,2025-09,30,90276,1.064151,27776394.97,26249618147.77
2023-03,2025-10,31,90276,1.064151,25511422.47,26275129570.24
2023-03,2025-11,32,90276,1.064151,18502910.34,26293632480.59
2023-03,2025-12,33,90276,1.064151,21175398.32,26314807878.9
2023-04,2023-04,0,90176,1.025,6861803548.3,6861803548.3
2023-04,2023-05,1,90176,1.025,4773125894.95,11634929443.25
2023-04,2023-06,2,90176,1.025,3297585926.72,14932515369.97
2023-04,2023-07,3,90176,1.025,2366293798.42,17298809168.4
2023-04,2023-08,4,90176,1.025,1669663408.7,18968472577.1
2023-04,2023-09,5,90176,1.025,1251145844.51,20219618421.61
2023-04,2023-10,6,90176,1.025,920210952.6,21139829374.21
2023-04,2023-11,7,90176,1.025,714010467.96,21853839842.17
2023-04,2023-12,8,90176,1.025,525930483.52,22379770325.69
2023-04,2024-01,9,90176,1.025,402582215.99,22782352541.68
2023-04,2024-02,10,90176,1.025,351721290.4,23134073832.09
2023-04,2024-03,11,90176,1.025,282273556.74,23416347388.82
2023-04,2024-04,12,90176,1.025,220814128.03,23637161516.85
2023-04,2024-05,13,90176,1.025,207184824.42,23844346341.27
2023-04,2024-06,14,90176,1.025,161047519.56,24005393860.83
2023-04,2024-07,15,90176,1.025,143531824.08,24148925684.91
2023-04,2024-08,16,90176,1.025,129437866.35,24278363551.26
2023-04,2024-09,17,90176,1.025,101257880.8,24379621432.06
2023-04,2024-10,18,90176,1.025,101115725.22,24480737157.28
2023-04,2024-11,19,90176,1.025,81904358.4,24562641515.68
2023-04,2024-12,20,90176,1.025,73064740.01,24635706255.69
2023-04,2025-01,21,90176,1.025,62307274.78,24698013530.47
2023-04,2025-02,22,90176,1.025,54096100.09,24752109630.56
2023-04,2025-03,23,90176,1.025,45059088.87,24797168719.44
2023-04,2025-04,24,90176,1.025,43899996.53,24841068715.96
2023-04,2025-05,25,90176,1.025,39804991.29,24880873707.25
2023-04,2025-06,26,90176,1.025,36205749.55,24917079456.8
2023-04,2025-07,27,90176,1.025,38503695.54,24955583152.34
2023-04,2025-08,28,90176,1.025,26669046.65,24982252198.98
2023-04,2025-09,29,90176,1.025,23805539.43,25006057738.41
2023-04,2025-10,30,90176,1.025,23258514.94,25029316253.35
2023-04,2025-11,31,90176,1.025,24857430.99,25054173684.34
2023-04,2025-12,32,90176,1.025,24529028.14,25078702712.47
2023-05,2023-05,0,90090,0.979151,6530368339.42,6530368339.42
2023-05,2023-06,1,90090,0.979151,4624849451.75,11155217791.17
2023-05,2023-07,2,90090,0.979151,3288794704.15,14444012495.32
2023-05,2023-08,3,90090,0.979151,2323199445.27,16767211940.59
2023-05,2023-09,4,90090,0.979151,1666056753.83,18433268694.42
2023-05,2023-10,5,90090,0.979151,1268648591.31,19701917285.73
2023-05,2023-11,6,90090,0.979151,907929073.84,20609846359.57
2023-05,2023-12,7,90090,0.979151,633718728.39,21243565087.96
2023-05,2024-01,8,90090,0.979151,509092376.32,21752657464.27
2023-05,2024-02,9,90090,0.979151,417755024.8,22170412489.07
2023-05,2024-03,10,90090,0.979151,364702223.93,22535114713.0
2023-05,2024-04,11,90090,0.979151,290128854.28,22825243567.28
2023-05,2024-05,12,90090,0.979151,230088167.18,23055331734.47
2023-05,2024-06,13,90090,0.979151,193700111.12,23249031845.59
2023-05,2024-07,14,90090,0.979151,164325891.21,23413357736.8
2023-05,2024-08,15,90090,0.979151,139651353.45,23553009090.25
2023-05,2024-09,16,90090,0.979151,113348734.88,23666357825.13
2023-05,2024-10,17,90090,0.979151,104516426.12,23770874251.25
2023-05,2024-11,18,90090,0.979151,90122280.1,23860996531.35
2023-05,2024-12,19,90090,0.979151,78448150.57,23939444681.92
2023-05,2025-01,20,90090,0.979151,70168858.0,24009613539.92
2023-05,2025-02,21,90090,0.979151,67283505.33,24076897045.26
2023-05,2025-03,22,90090,0.979151,53436470.08,24130333515.34
2023-05,2025-04,23,90090,0.979151,57688825.02,24188022340.35
2023-05,2025-05,24,90090,0.979151,43879956.78,24231902297.13
2023-05,2025-06,25,90090,0.979151,34159490.93,24266061788.06
2023-05,2025-07,26,90090,0.979151,37267006.35,24303328794.42
2023-05,2025-08,27,90090,0.979151,29832627.54,24333161421.96
2023-05,2025-09,28,90090,0.979151,31004969.78,24364166391.74
2023-05,2025-10,29,90090,0.979151,25664734.29,24389831126.03
2023-05,2025-11,30,90090,0.979151,21379073.87,24411210199.9
2023-05,2025-12,31,90090,0.979151,21156289.54,24432366489.44
2023-06,2023-06,0,88425,0.938888,6189993476.94,6189993476.94
2023-06,2023-07,1,88425,0.938888,4456932034.49,10646925511.43
2023-06,2023-08,2,88425,0.938888,3009252671.81,13656178183.24
2023-06,2023-09,3,88425,0.938888,2064026418.46,15720204601.7
2023-06,2023-10,4,88425,0.938888,1592085578.1,17312290179.8
2023-06,2023-11,5,88425,0.938888,1032377716.51,18344667896.31
2023-06,2023-12,6,88425,0.938888,845662995.6,19190330891.92
2023-06,2024-01,7,88425,0.938888,665151183.29,19855482075.2
2023-06,2024-02,8,88425,0.938888,483475999.11,20338958074.31
2023-06,2024-03,9,88425,0.938888,377964540.21,20716922614.52
2023-06,2024-04,10,88425,0.938888,306143217.26,21023065831.78
2023-06,2024-05,11,88425,0.938888,263136457.95,21286202289.74
2023-06,2024-06,12,88425,0.938888,191520884.56,21477723174.3
2023-06,2024-07,13,88425,0.938888,154656208.48,21632379382.77
2023-06,2024-08,14,88425,0.938888,147109787.84,21779489170.61
2023-06,2024-09,15,88425,0.938888,129524024.22,21909013194.83
2023-06,2024-10,16,88425,0.938888,104296620.89,22013309815.72
2023-06,2024-11,17,88425,0.938888,106284705.67,22119594521.39
2023-06,2024-12,18,88425,0.938888,88421555.74,22208016077.13
2023-06,2025-01,19,88425,0.938888,74757405.06,22282773482.19
2023-06,2025-02,20,88425,0.938888,61603348.1,22344376830.29
2023-06,2025-03,21,88425,0.938888,54326437.79,22398703268.08
2023-06,2025-04,22,88425,0.938888,49173722.56,22447876990.64
2023-06,2025-05,23,88425,0.938888,41854614.24,22489731604.88
2023-06,2025-06,24,88425,0.938888,46988450.35,22536720055.23
2023-06,2025-07,25,88425,0.938888,35212422.33,22571932477.56
2023-06,2025-08,26,88425,0.938888,41891407.89,22613823885.45
2023-06,2025-09,27,88425,0.938888,32319064.06,22646142949.51
2023-06,2025-10,28,88425,0.938888,29272579.76,22675415529.28
2023-06,2025-11,29,88425,0.938888,30553549.89,22705969079.17
2023-06,2025-12,30,88425,0.938888,24132502.42,22730101581.59
2023-07,2023-07,0,90343,0.915,6221516329.59,6221516329.59
2023-07,2023-08,1,90343,0.915,4221138336.52,10442654666.11
2023-07,2023-09,2,90343,0.915,3009093785.47,13451748451.58
2023-07,2023-10,3,90343,0.915,2133001908.92,15584750360.5
2023-07,2023-11,4,90343,0.915,1568377003.35,17153127363.86
2023-07,2023-12,5,90343,0.915,1073637452.45,18226764816.3
2023-07,2024-01,6,90343,0.915,908443409.41,19135208225.71
2023-07,2024-02,7,90343,0.915,591721696.83,19726929922.55
2023-07,2024-03,8,90343,0.915,464156025.89,20191085948.43
2023-07,2024-04,9,90343,0.915,381518358.71,20572604307.14
2023-07,2024-05,10,90343,0.915,302762071.03,20875366378.17
2023-07,2024-06,11,90343,0.915,254503645.7,21129870023.87
2023-07,2024-07,12,90343,0.915,205819010.05,21335689033.92
2023-07,2024-08,13,90343,0.915,169682348.71,21505371382.63
2023-07,2024-09,14,90343,0.915,157074112.13,21662445494.76
2023-07,2024-10,15,90343,0.915,138734867.77,21801180362.53
2023-07,2024-11,16,90343,0.915,108015894.58,21909196257.12
2023-07,2024-12,17,90343,0.915,93948005.58,22003144262.7
2023-07,2025-01,18,90343,0.915,86784769.43,22089929032.13
2023-07,2025-02,19,90343,0.915,85039765.35,22174968797.47
2023-07,2025-03,20,90343,0.915,57360285.4,22232329082.87
2023-07,2025-04,21,90343,0.915,57848051.02,22290177133.89
2023-07,2025-05,22,90343,0.915,49527524.12,22339704658.02
2023-07,2025-06,23,90343,0.915,41993205.58,22381697863.6
2023-07,2025-07,24,90343,0.915,39353277.7,22421051141.3
2023-07,2025-08,25,90343,0.915,39617704.49,22460668845.79
2023-07,2025-09,26,90343,0.915,36188987.48,22496857833.26
2023-07,2025-10,27,90343,0.915,32300273.35,22529158106.62
2023-07,2025-11,28,90343,0.915,32829247.39,22561987354.01
2023-07,2025-12,29,90343,0.915,24753881.62,22586741235.62
2023-08,2023-08,0,90992,0.913888,6453697249.99,6453697249.99
2023-08,2023-09,1,90992,0.913888,4282532596.02,10736229846.01
2023-08,2023-10,2,90992,0.913888,3159541040.29,13895770886.3
2023-08,2023-11,3,90992,0.913888,2191069857.19,16086840743.5
2023-08,2023-12,4,90992,0.913888,1406519968.99,17493360712.48
2023-08,2024-01,5,90992,0.913888,1177292303.89,18670653016.37
2023-08,2024-02,6,90992,0.913888,855196116.33,19525849132.71
2023-08,2024-03,7,90992,0.913888,650860513.66,20176709646.37
2023-08,2024-04,8,90992,0.913888,524171828.66,20700881475.03
2023-08,2024-05,9,90992,0.913888,390811217.78,21091692692.81
2023-08,2024-06,10,90992,0.913888,321321225.13,21413013917.94
2023-08,2024-07,11,90992,0.913888,272240230.69,21685254148.63
2023-08,2024-08,12,90992,0.913888,207445992.18,21892700140.81
2023-08,2024-09,13,90992,0.913888,182236856.3,22074936997.11
2023-08,2024-10,14,90992,0.913888,139406942.56,22214343939.67
2023-08,2024-11,15,90992,0.913888,125979510.61,22340323450.28
2023-08,2024-12,16,90992,0.913888,113390592.13,22453714042.41
2023-08,2025-01,17,90992,0.913888,106585382.17,22560299424.58
2023-08,2025-02,18,90992,0.913888,79379228.08,22639678652.66
2023-08,2025-03,19,90992,0.913888,69157673.59,22708836326.25
2023-08,2025-04,20,90992,0.913888,64484327.88,22773320654.12
2023-08,2025-05,21,90992,0.913888,57840167.84,22831160821.96
2023-08,2025-06,22,90992,0.913888,57949133.91,22889109955.87
2023-08,2025-07,23,90992,0.913888,45504104.24,22934614060.11
2023-08,2025-08,24,90992,0.913888,45553384.65,22980167444.76
2023-08,2025-09,25,90992,0.913888,38977972.3,23019145417.06
2023-08,2025-10,26,90992,0.913888,35155438.27,23054300855.33
2023-08,2025-11,27,90992,0.913888,41082394.86,23095383250.2
2023-08,2025-12,28,90992,0.913888,28778077.6,23124161327.8
2023-09,2023-09,0,89964,0.935849,6696023333.08,6696023333.08
2023-09,2023-10,1,89964,0.935849,4185537451.52,10881560784.6
2023-09,2023-11,2,89964,0.935849,3077926475.98,13959487260.58
2023-09,2023-12,3,89964,0.935849,2144032450.06,16103519710.64
2023-09,2024-01,4,89964,0.935849,1653148618.3,17756668328.94
2023-09,2024-02,5,89964,0.935849,1208197244.08,18964865573.02
2023-09,2024-03,6,89964,0.935849,935478613.63,19900344186.64
2023-09,2024-04,7,89964,0.935849,657286837.77,20557631024.42
2023-09,2024-05,8,89964,0.935849,498050381.09,21055681405.5
2023-09,2024-06,9,89964,0.935849,402032088.06,21457713493.56
2023-09,2024-07,10,89964,0.935849,346759063.92,21804472557.48
2023-09,2024-08,11,89964,0.935849,225798326.84,22030270884.32
2023-09,2024-09,12,89964,0.935849,218699558.0,22248970442.32
2023-09,2024-10,13,89964,0.935849,184498453.09,22433468895.41
2023-09,2024-11,14,89964,0.935849,156411156.92,22589880052.33
2023-09,2024-12,15,89964,0.935849,136479894.03,22726359946.36
2023-09,2025-01,16,89964,0.935849,117223089.09,22843583035.45
2023-09,2025-02,17,89964,0.935849,91253786.74,22934836822.19
2023-09,2025-03,18,89964,0.935849,86075494.26,23020912316.46
2023-09,2025-04,19,89964,0.935849,79005895.43,23099918211.89
2023-09,2025-05,20,89964,0.935849,62087994.48,23162006206.37
2023-09,2025-06,21,89964,0.935849,54110347.75,23216116554.12
2023-09,2025-07,22,89964,0.935849,54336375.74,23270452929.87
2023-09,2025-08,23,89964,0.935849,49484911.89,23319937841.75
2023-09,2025-09,24,89964,0.935849,41698420.79,23361636262.54
2023-09,2025-10,25,89964,0.935849,40697803.0,23402334065.55
2023-09,2025-11,26,89964,0.935849,39283723.09,23441617788.64
2023-09,2025-12,27,89964,0.935849,30596303.27,23472214091.91
2023-10,2023-10,0,90564,0.975,6685175485.69,6685175485.69
2023-10,2023-11,1,90564,0.975,4786595610.8,11471771096.49
2023-10,2023-12,2,90564,0.975,3318260833.85,14790031930.34
2023-10,2024-01,3,90564,0.975,2376395186.47,17166427116.81
2023-10,2024-02,4,90564,0.975,1655554164.85,18821981281.67
2023-10,2024-03,5,90564,0.975,1274793061.08,20096774342.75
2023-10,2024-04,6,90564,0.975,966416057.91,21063190400.65
2023-10,2024-05,7,90564,0.975,642225329.41,21705415730.06
2023-10,2024-06,8,90564,0.975,526258471.56,22231674201.62
2023-10,2024-07,9,90564,0.975,407114067.52,22638788269.14
2023-10,2024-08,10,90564,0.975,358187063.5,22996975332.64
2023-10,2024-09,11,90564,0.975,277902325.34,23274877657.98
2023-10,2024-10,12,90564,0.975,231861974.13,23506739632.12
2023-10,2024-11,13,90564,0.975,200316077.45,23707055709.57
2023-10,2024-12,14,90564,0.975,159611437.77,23866667147.34
2023-10,2025-01,15,90564,0.975,130142706.33,23996809853.67
2023-10,2025-02,16,90564,0.975,109312226.0,24106122079.67
2023-10,2025-03,17,90564,0.975,100822774.27,24206944853.95
2023-10,2025-04,18,90564,0.975,77508330.37,24284453184.32
2023-10,2025-05,19,90564,0.975,79872633.46,24364325817.78
2023-10,2025-06,20,90564,0.975,74008414.44,24438334232.22
2023-10,2025-07,21,90564,0.975,69045979.67,24507380211.89
2023-10,2025-08,22,90564,0.975,52907265.72,24560287477.61
2023-10,2025-09,23,90564,0.975,54034140.07,24614321617.68
2023-10,2025-10,24,90564,0.975,45464938.39,24659786556.07
2023-10,2025-11,25,90564,0.975,36102057.31,24695888613.38
2023-10,2025-12,26,90564,0.975,34391419.93,24730280033.3
2023-11,2023-11,0,91467,1.020849,7088225860.3,7088225860.3
2023-11,2023-12,1,91467,1.020849,5051860506.33,12140086366.64
2023-11,2024-01,2,91467,1.020849,3495772240.74,15635858607.38
2023-11,2024-02,3,91467,1.020849,2444723321.45,18080581928.83
2023-11,2024-03,4,91467,1.020849,1718785211.91,19799367140.74
2023-11,2024-04,5,91467,1.020849,1243517282.48,21042884423.22
2023-11,2024-05,6,91467,1.020849,990909759.83,22033794183.05
2023-11,2024-06,7,91467,1.020849,729824314.22,22763618497.28
2023-11,2024-07,8,91467,1.020849,549763905.55,23313382402.82
2023-11,2024-08,9,91467,1.020849,412904962.18,23726287365.0
2023-11,2024-09,10,91467,1.020849,352393534.21,24078680899.21
2023-11,2024-10,11,91467,1.020849,280688421.22,24359369320.43
2023-11,2024-11,12,91467,1.020849,230713567.18,24590082887.62
2023-11,2024-12,13,91467,1.020849,192773669.98,24782856557.6
2023-11,2025-01,14,91467,1.020849,159841267.22,24942697824.82
2023-11,2025-02,15,91467,1.020849,146748362.24,25089446187.06
2023-11,2025-03,16,91467,1.020849,110893110.02,25200339297.07
2023-11,2025-04,17,91467,1.020849,115301325.87,25315640622.94
2023-11,2025-05,18,91467,1.020849,96044195.71,25411684818.65
2023-11,2025-06,19,91467,1.020849,86196492.71,25497881311.36
2023-11,2025-07,20,91467,1.020849,72914252.52,25570795563.88
2023-11,2025-08,21,91467,1.020849,63773894.04,25634569457.91
2023-11,2025-09,22,91467,1.020849,63460975.51,25698030433.43
2023-11,2025-10,23,91467,1.020849,52775402.73,25750805836.15
2023-11,2025-11,24,91467,1.020849,44463828.71,25795269664.86
2023-11,2025-12,25,91467,1.020849,45397929.4,25840667594.26
2023-12,2023-12,0,90868,1.061112,7508224313.52,7508224313.52
2023-12,2024-01,1,90868,1.061112,5467286153.06,12975510466.59
2023-12,2024-02,2,90868,1.061112,3778231244.36,16753741710.95
2023-12,2024-03,3,90868,1.061112,2626918312.2,19380660023.15
2023-12,2024-04,4,90868,1.061112,1842008869.75,21222668892.9
2023-12,2024-05,5,90868,1.061112,1330777446.2,22553446339.11
2023-12,2024-06,6,90868,1.061112,953986728.86,23507433067.96
2023-12,2024-07,7,90868,1.061112,759620107.62,24267053175.59
2023-12,2024-08,8,90868,1.061112,576905241.47,24843958417.06
2023-12,2024-09,9,90868,1.061112,433605538.69,25277563955.75
2023-12,2024-10,10,90868,1.061112,356916029.72,25634479985.47
2023-12,2024-11,11,90868,1.061112,297316153.26,25931796138.73
2023-12,2024-12,12,90868,1.061112,250857570.63,26182653709.37
2023-12,2025-01,13,90868,1.061112,208424241.46,26391077950.82
2023-12,2025-02,14,90868,1.061112,173943158.82,26565021109.64
2023-12,2025-03,15,90868,1.061112,148882199.16,26713903308.8
2023-12,2025-04,16,90868,1.061112,123057252.81,26836960561.61
2023-12,2025-05,17,90868,1.061112,111667616.06,26948628177.66
2023-12,2025-06,18,90868,1.061112,98491253.42,27047119431.08
2023-12,2025-07,19,90868,1.061112,96733801.17,27143853232.25
2023-12,2025-08,20,90868,1.061112,76980257.33,27220833489.58
2023-12,2025-09,21,90868,1.061112,67136889.63,27287970379.21
2023-12,2025-10,22,90868,1.061112,58973346.4,27346943725.61
2023-12,2025-11,23,90868,1.061112,50513538.81,27397457264.41
2023-12,2025-12,24,90868,1.061112,51325628.95,27448782893.36
2024-01,2024-01,0,89945,1.085,7771409691.23,7771409691.23
2024-01,2024-02,1,89945,1.085,5296686513.37,13068096204.61
2024-01,2024-03,2,89945,1.085,3504201020.95,16572297225.56
2024-01,2024-04,3,89945,1.085,2626783196.31,19199080421.87
2024-01,2024-05,4,89945,1.085,1802116063.7,21001196485.58
2024-01,2024-06,5,89945,1.085,1336825097.33,22338021582.9
2024-01,2024-07,6,89945,1.085,1062689303.02,23400710885.92
2024-01,2024-08,7,89945,1.085,796225073.8,24196935959.72
2024-01,2024-09,8,89945,1.085,547336623.79,24744272583.51
2024-01,2024-10,9,89945,1.085,454033406.0,25198305989.51
2024-01,2024-11,10,89945,1.085,362047849.65,25560353839.16
2024-01,2024-12,11,89945,1.085,305855520.5,25866209359.65
2024-01,2025-01,12,89945,1.085,236572515.12,26102781874.77
2024-01,2025-02,13,89945,1.085,207613662.31,26310395537.09
2024-01,2025-03,14,89945,1.085,186620049.15,26497015586.23
2024-01,2025-04,15,89945,1.085,140898380.43,26637913966.66
2024-01,2025-05,16,89945,1.085,134240255.63,26772154222.29
2024-01,2025-06,17,89945,1.085,110576189.69,26882730411.99
2024-01,2025-07,18,89945,1.085,102882328.86,26985612740.84
2024-01,2025-08,19,89945,1.085,85545568.63,27071158309.47
2024-01,2025-09,20,89945,1.085,76043988.71,27147202298.18
2024-01,2025-10,21,89945,1.085,66667090.94,27213869389.12
2024-01,2025-11,22,89945,1.085,65198055.17,27279067444.29
2024-01,2025-12,23,89945,1.085,49519206.38,27328586650.67
2024-02,2024-02,0,91608,1.086112,7707359547.76,7707359547.76
2024-02,2024-03,1,91608,1.086112,5070289017.6,12777648565.36
2024-02,2024-04,2,91608,1.086112,3667751986.57,16445400551.93
2024-02,2024-05,3,91608,1.086112,2506735984.4,18952136536.33
2024-02,2024-06,4,91608,1.086112,1898392044.95,20850528581.28
2024-02,2024-07,5,91608,1.086112,1320073782.17,22170602363.45
2024-02,2024-08,6,91608,1.086112,976138837.37,23146741200.82
2024-02,2024-09,7,91608,1.086112,754106528.34,23900847729.17
2024-02,2024-10,8,91608,1.086112,601874500.65,24502722229.81
2024-02,2024-11,9,91608,1.086112,465553109.9,24968275339.71
2024-02,2024-12,10,91608,1.086112,371816682.41,25340092022.12
2024-02,2025-01,11,91608,1.086112,312437375.66,25652529397.78
2024-02,2025-02,12,91608,1.086112,234615351.27,25887144749.05
